  Year   Month  Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.
  1912     5    -0.129  0.293    -0.463  0.120    -0.367  0.096    -0.384  0.087    -0.389  0.073
  1912     6    -0.151  0.278    -0.492  0.117    -0.360  0.097    -0.383  0.088    -0.388  0.073
  1912     7    -0.693  0.312    -0.519  0.117    -0.361  0.097    -0.379  0.087    -0.388  0.074
  1912     8    -0.855  0.339    -0.599  0.119    -0.353  0.096    -0.378  0.086    -0.388  0.074
  1912     9    -0.878  0.264    -0.586  0.128    -0.343  0.096    -0.377  0.085    -0.388  0.074
  1912    10    -0.906  0.206    -0.603  0.125    -0.333  0.096    -0.383  0.086    -0.387  0.074
  1912    11    -0.605  0.238    -0.644  0.122    -0.325  0.097    -0.378  0.086    -0.384  0.074
  1912    12    -0.605  0.223    -0.677  0.118    -0.322  0.098    -0.384  0.086    -0.380  0.074
  1913     1    -0.500  0.251    -0.643  0.119    -0.319  0.098    -0.386  0.085    -0.380  0.073
  1913     2    -0.813  0.305    -0.587  0.118    -0.317  0.099    -0.389  0.085    -0.384  0.073
  1913     3    -0.781  0.242    -0.544  0.116    -0.315  0.098    -0.383  0.084    -0.385  0.073
  1913     4    -0.310  0.248    -0.485  0.114    -0.315  0.099    -0.385  0.084    -0.385  0.073
  1913     5    -0.628  0.283    -0.443  0.115    -0.300  0.097    -0.390  0.084    -0.385  0.073
  1913     6    -0.535  0.231    -0.355  0.122    -0.284  0.097    -0.393  0.084    -0.384  0.073
  1913     7    -0.288  0.306    -0.246  0.130    -0.267  0.097    -0.395  0.084    -0.384  0.074
  1913     8    -0.185  0.323    -0.174  0.129    -0.259  0.098    -0.395  0.085    -0.384  0.074
  1913     9    -0.366  0.251    -0.139  0.124    -0.250  0.098    -0.396  0.085    -0.382  0.074
  1913    10    -0.195  0.188    -0.134  0.128    -0.249  0.099    -0.391  0.084    -0.379  0.074
  1913    11    -0.098  0.280    -0.090  0.134    -0.246  0.099    -0.387  0.084    -0.376  0.073
  1913    12     0.452  0.324    -0.047  0.136    -0.248  0.100    -0.389  0.083    -0.372  0.073
  1914     1     0.806  0.347    -0.030  0.143    -0.248  0.101    -0.382  0.084    -0.369  0.073
  1914     2     0.049  0.255    -0.030  0.151    -0.247  0.101    -0.381  0.084    -0.367  0.073
  1914     3    -0.361  0.217    -0.016  0.156    -0.245  0.101    -0.380  0.085    -0.364  0.073
  1914     4    -0.254  0.253     0.011  0.164    -0.248  0.101    -0.372  0.085    -0.363  0.074
  1914     5    -0.092  0.306    -0.010  0.164    -0.254  0.102    -0.369  0.086    -0.361  0.073
  1914     6    -0.020  0.245    -0.050  0.163    -0.272  0.103    -0.366  0.086    -0.360  0.073
  1914     7    -0.084  0.350    -0.140  0.153    -0.276  0.102    -0.364  0.085    -0.358  0.073
  1914     8    -0.190  0.356    -0.137  0.149    -0.292  0.103    -0.364  0.085    -0.357  0.073
  1914     9    -0.199  0.265    -0.119  0.151    -0.290  0.105    -0.363  0.085    -0.355  0.073
  1914    10     0.133  0.261    -0.067  0.149    -0.297  0.105    -0.362  0.085    -0.353  0.073
  1914    11    -0.346  0.280    -0.049  0.143    -0.310  0.105    -0.368  0.085    -0.353  0.074
  1914    12    -0.026  0.310    -0.066  0.145    -0.318  0.104    -0.368  0.084    -0.352  0.074
  1915     1    -0.279  0.253    -0.056  0.138    -0.309  0.102    -0.364  0.084    -0.352  0.074
  1915     2     0.082  0.235    -0.052  0.133    -0.302  0.100    -0.364  0.084    -0.349  0.073
  1915     3    -0.144  0.193    -0.055  0.129    -0.294  0.100    -0.359  0.084    -0.347  0.073
  1915     4     0.368  0.255    -0.089  0.122    -0.291  0.100    -0.357  0.083    -0.344  0.073
  1915     5     0.130  0.297    -0.052  0.113    -0.285  0.100    -0.356  0.083    -0.344  0.073
  1915     6    -0.233  0.265    -0.050  0.108    -0.298  0.101    -0.356  0.083    -0.344  0.073
  1915     7     0.043  0.305    -0.023  0.107    -0.301  0.100    -0.357  0.083    -0.345  0.073
  1915     8    -0.139  0.332    -0.049  0.111    -0.300  0.100    -0.357  0.083    -0.344  0.073
  1915     9    -0.244  0.244    -0.074  0.112    -0.295  0.099    -0.356  0.083    -0.343  0.073
  1915    10    -0.276  0.200    -0.128  0.114    -0.301  0.101    -0.356  0.083    -0.343  0.073
  1915    11     0.105  0.190    -0.170  0.116    -0.305  0.101    -0.354  0.082    -0.342  0.073
  1915    12    -0.002  0.241    -0.199  0.115    -0.306  0.101    -0.355  0.082    -0.338  0.072
  1916     1     0.039  0.214    -0.231  0.114    -0.309  0.101    -0.344  0.082    -0.333  0.072
  1916     2    -0.224  0.291    -0.247  0.116    -0.314  0.102    -0.338  0.082    -0.327  0.071
  1916     3    -0.445  0.201    -0.259  0.119    -0.312  0.101    -0.333  0.081    -0.323  0.071
  1916     4    -0.281  0.271    -0.253  0.119    -0.306  0.100    -0.330  0.080    -0.325  0.071
  1916     5    -0.378  0.301    -0.303  0.129    -0.311  0.099    -0.327  0.080    -0.327  0.071
  1916     6    -0.573  0.234    -0.412  0.131    -0.332  0.097    -0.323  0.080    -0.327  0.071
  1916     7    -0.349  0.309    -0.450  0.132    -0.352  0.095    -0.321  0.081    -0.327  0.071
  1916     8    -0.328  0.356    -0.500  0.130    -0.359  0.094    -0.320  0.081    -0.327  0.070
  1916     9    -0.382  0.257    -0.532  0.136    -0.362  0.095    -0.318  0.080    -0.325  0.070
  1916    10    -0.202  0.208    -0.550  0.135    -0.355  0.095    -0.318  0.080    -0.324  0.070
  1916    11    -0.505  0.297    -0.596  0.135    -0.361  0.093    -0.319  0.080    -0.321  0.070
  1916    12    -1.304  0.289    -0.602  0.135    -0.365  0.093    -0.317  0.081    -0.323  0.069
  1917     1    -0.419  0.311    -0.586  0.131    -0.366  0.091    -0.319  0.081    -0.321  0.069
  1917     2    -0.821  0.289    -0.595  0.125    -0.365  0.089    -0.327  0.082    -0.317  0.069
  1917     3    -0.833  0.256    -0.594  0.124    -0.363  0.087    -0.321  0.082    -0.317  0.070
  1917     4    -0.498  0.259    -0.637  0.126    -0.364  0.085    -0.320  0.082    -0.315  0.070
  1917     5    -0.934  0.294    -0.619  0.121    -0.369  0.084    -0.321  0.081    -0.312  0.070
  1917     6    -0.640  0.240    -0.626  0.116    -0.375  0.082    -0.322  0.081    -0.310  0.070
  1917     7    -0.155  0.333    -0.647  0.114    -0.367  0.083    -0.317  0.081    -0.308  0.070
  1917     8    -0.438  0.357    -0.639  0.112    -0.375  0.082    -0.313  0.081    -0.306  0.070
  1917     9    -0.373  0.249    -0.610  0.107    -0.374  0.082    -0.309  0.081    -0.304  0.069
  1917    10    -0.713  0.207    -0.627  0.107    -0.381  0.081    -0.303  0.081    -0.301  0.069
  1917    11    -0.295  0.249    -0.618  0.109    -0.387  0.080    -0.299  0.080    -0.297  0.069
  1917    12    -1.389  0.285    -0.616  0.109    -0.391  0.079    -0.293  0.081    -0.295  0.069
  1918     1    -0.664  0.218    -0.640  0.112    -0.395  0.078    -0.290  0.080    -0.292  0.069
  1918     2    -0.726  0.245    -0.647  0.116    -0.397  0.078    -0.289  0.080    -0.290  0.069
  1918     3    -0.483  0.196    -0.635  0.112    -0.398  0.078    -0.286  0.080    -0.286  0.069
  1918     4    -0.704  0.247    -0.561  0.108    -0.398  0.079    -0.289  0.080    -0.285  0.068
  1918     5    -0.829  0.307    -0.573  0.104    -0.409  0.078    -0.288  0.080    -0.285  0.068
  1918     6    -0.619  0.243    -0.524  0.098    -0.426  0.077    -0.286  0.080    -0.285  0.068
  1918     7    -0.444  0.306    -0.503  0.098    -0.420  0.077    -0.287  0.080    -0.285  0.068
  1918     8    -0.515  0.334    -0.468  0.097    -0.418  0.076    -0.288  0.080    -0.284  0.068
  1918     9    -0.229  0.246    -0.476  0.096    -0.415  0.076    -0.287  0.080    -0.284  0.068
  1918    10     0.174  0.193    -0.405  0.095    -0.411  0.074    -0.283  0.079    -0.281  0.068
  1918    11    -0.438  0.203    -0.369  0.096    -0.407  0.073    -0.281  0.078    -0.277  0.068
  1918    12    -0.805  0.226    -0.343  0.098    -0.399  0.074    -0.283  0.077    -0.273  0.067
  1919     1    -0.403  0.262    -0.318  0.095    -0.393  0.073    -0.291  0.076    -0.271  0.068
  1919     2    -0.316  0.242    -0.283  0.096    -0.394  0.073    -0.295  0.075    -0.273  0.067
  1919     3    -0.571  0.224    -0.274  0.093    -0.392  0.072    -0.291  0.075    -0.271  0.068
  1919     4     0.144  0.265    -0.281  0.097    -0.388  0.073    -0.293  0.075    -0.269  0.068
  1919     5    -0.395  0.286    -0.297  0.102    -0.384  0.071    -0.294  0.074    -0.267  0.068
  1919     6    -0.313  0.248    -0.265  0.104    -0.362  0.071    -0.295  0.074    -0.267  0.068
  1919     7    -0.136  0.291    -0.210  0.105    -0.362  0.070    -0.295  0.073    -0.268  0.068
  1919     8    -0.097  0.317    -0.220  0.099    -0.362  0.070    -0.296  0.073    -0.268  0.068
  1919     9    -0.119  0.241    -0.180  0.100    -0.352  0.070    -0.296  0.072    -0.269  0.068
  1919    10     0.090  0.186    -0.196  0.099    -0.343  0.069    -0.298  0.072    -0.268  0.068
  1919    11    -0.628  0.262    -0.183  0.097    -0.332  0.068    -0.293  0.071    -0.268  0.068
  1919    12    -0.425  0.259    -0.194  0.096    -0.325  0.068    -0.294  0.070    -0.271  0.068
  1920     1     0.255  0.264    -0.198  0.099    -0.325  0.069    -0.294  0.070    -0.270  0.067
  1920     2    -0.433  0.266    -0.211  0.101    -0.324  0.071    -0.299  0.069    -0.269  0.067
  1920     3    -0.091  0.227    -0.228  0.103    -0.323  0.071    -0.300  0.069    -0.265  0.067
  1920     4    -0.051  0.248    -0.257  0.106    -0.315  0.071    -0.302  0.069    -0.265  0.067
  1920     5    -0.243  0.282    -0.252  0.106    -0.312  0.071    -0.306  0.068    -0.265  0.067
  1920     6    -0.438  0.246    -0.302  0.106    -0.289  0.070    -0.308  0.068    -0.264  0.067
  1920     7    -0.189  0.297    -0.292  0.107    -0.279  0.070    -0.312  0.068    -0.263  0.067
  1920     8    -0.255  0.321    -0.263  0.108    -0.278  0.071    -0.312  0.068    -0.262  0.067
  1920     9    -0.322  0.244    -0.276  0.102    -0.278  0.072    -0.311  0.068    -0.262  0.067
  1920    10    -0.253  0.211    -0.276  0.102    -0.276  0.072    -0.309  0.068    -0.261  0.067
  1920    11    -0.567  0.221    -0.268  0.103    -0.271  0.072    -0.309  0.068    -0.255  0.067
  1920    12    -1.024  0.208    -0.240  0.105    -0.265  0.072    -0.303  0.068    -0.251  0.066
  1921     1     0.373  0.251    -0.224  0.102    -0.265  0.071    -0.296  0.068    -0.246  0.066
  1921     2    -0.084  0.232    -0.234  0.100    -0.262  0.072    -0.290  0.067    -0.245  0.066
  1921     3    -0.249  0.209    -0.228  0.097    -0.262  0.072    -0.282  0.067    -0.242  0.066
  1921     4    -0.054  0.263    -0.207  0.094    -0.261  0.073    -0.281  0.067    -0.242  0.066
  1921     5    -0.142  0.295    -0.180  0.094    -0.250  0.073    -0.282  0.066    -0.241  0.066
  1921     6    -0.103  0.240    -0.092  0.097    -0.233  0.073    -0.280  0.066    -0.238  0.066
  1921     7     0.002  0.298    -0.159  0.101    -0.230  0.073    -0.279  0.065    -0.236  0.066
  1921     8    -0.371  0.330    -0.222  0.104    -0.231  0.072    -0.277  0.065    -0.234  0.066
  1921     9    -0.249  0.235    -0.217  0.110    -0.221  0.072    -0.274  0.065    -0.231  0.066
  1921    10     0.001  0.186    -0.212  0.113    -0.230  0.072    -0.270  0.065    -0.228  0.065
  1921    11    -0.254  0.196    -0.224  0.112    -0.227  0.072    -0.264  0.064    -0.227  0.065
  1921    12     0.032  0.279    -0.234  0.109    -0.225  0.071    -0.256  0.064    -0.225  0.065
  1922     1    -0.422  0.285    -0.246  0.109    -0.225  0.071    -0.254  0.063    -0.220  0.065
  1922     2    -0.847  0.257    -0.245  0.111    -0.228  0.072    -0.249  0.063    -0.221  0.065
  1922     3    -0.191  0.191    -0.253  0.114    -0.229  0.072    -0.247  0.062    -0.219  0.065
  1922     4     0.013  0.242    -0.272  0.117    -0.231  0.072    -0.246  0.063    -0.217  0.065
  1922     5    -0.289  0.280    -0.258  0.121    -0.217  0.072    -0.240  0.063    -0.217  0.064
  1922     6    -0.218  0.232    -0.259  0.119    -0.212  0.073    -0.237  0.062    -0.217  0.064
  1922     7    -0.147  0.303    -0.234  0.114    -0.222  0.072    -0.237  0.063    -0.214  0.064
  1922     8    -0.359  0.341    -0.218  0.113    -0.223  0.071    -0.235  0.064    -0.211  0.064
  1922     9    -0.343  0.255    -0.241  0.115    -0.225  0.071    -0.231  0.064    -0.207  0.064
  1922    10    -0.228  0.222    -0.293  0.116    -0.224  0.071    -0.220  0.063    -0.202  0.064
  1922    11    -0.084  0.239    -0.312  0.116    -0.225  0.071    -0.215  0.063    -0.200  0.063
  1922    12     0.012  0.267    -0.315  0.113    -0.226  0.071    -0.207  0.063    -0.198  0.063
  1923     1    -0.121  0.226    -0.340  0.111    -0.229  0.070    -0.198  0.063    -0.198  0.063
  1923     2    -0.649  0.220    -0.338  0.109    -0.227  0.072    -0.191  0.063    -0.197  0.062
  1923     3    -0.468  0.213    -0.329  0.108    -0.224  0.071    -0.190  0.064    -0.195  0.062
  1923     4    -0.609  0.253    -0.289  0.106    -0.221  0.071    -0.185  0.063    -0.195  0.062
  1923     5    -0.519  0.281    -0.263  0.102    -0.209  0.071    -0.179  0.063    -0.194  0.062
  1923     6    -0.258  0.265    -0.246  0.099    -0.180  0.072    -0.178  0.063    -0.193  0.062
  1923     7    -0.441  0.296    -0.257  0.099    -0.172  0.072    -0.175  0.063    -0.193  0.062
  1923     8    -0.334  0.330    -0.230  0.097    -0.162  0.072    -0.173  0.063    -0.193  0.062
  1923     9    -0.241  0.245    -0.189  0.097    -0.150  0.073    -0.172  0.063    -0.192  0.062
  1923    10     0.248  0.180    -0.172  0.098    -0.152  0.074    -0.171  0.063    -0.192  0.062
  1923    11     0.232  0.193    -0.146  0.099    -0.157  0.075    -0.166  0.063    -0.192  0.061
  1923    12     0.218  0.224    -0.141  0.098    -0.160  0.074    -0.158  0.064    -0.197  0.061
  1924     1    -0.254  0.222    -0.116  0.100    -0.165  0.073    -0.159  0.063    -0.201  0.060
  1924     2    -0.325  0.222    -0.111  0.098    -0.160  0.074    -0.165  0.063    -0.199  0.060
  1924     3     0.024  0.181    -0.105  0.096    -0.156  0.074    -0.162  0.063    -0.200  0.060
  1924     4    -0.403  0.244    -0.131  0.096    -0.151  0.072    -0.165  0.063    -0.200  0.060
  1924     5    -0.202  0.286    -0.129  0.098    -0.144  0.072    -0.166  0.062    -0.199  0.059
  1924     6    -0.209  0.240    -0.162  0.099    -0.150  0.071    -0.169  0.062    -0.200  0.059
  1924     7    -0.131  0.328    -0.166  0.098    -0.147  0.070    -0.171  0.062    -0.199  0.059
  1924     8    -0.277  0.331    -0.183  0.096    -0.135  0.069    -0.173  0.062    -0.199  0.058
  1924     9    -0.170  0.245    -0.204  0.095    -0.143  0.070    -0.174  0.063    -0.200  0.058
  1924    10    -0.069  0.187    -0.165  0.095    -0.148  0.071    -0.174  0.063    -0.200  0.058
  1924    11     0.254  0.232    -0.176  0.094    -0.148  0.072    -0.168  0.062    -0.197  0.057
  1924    12    -0.171  0.250    -0.197  0.095    -0.149  0.071    -0.174  0.062    -0.196  0.056
  1925     1    -0.305  0.250    -0.217  0.098    -0.148  0.071    -0.177  0.062    -0.196  0.056
  1925     2    -0.525  0.208    -0.209  0.101    -0.146  0.070    -0.174  0.061    -0.193  0.055
  1925     3    -0.233  0.212    -0.206  0.103    -0.138  0.069    -0.172  0.062    -0.192  0.055
  1925     4     0.063  0.241    -0.208  0.103    -0.124  0.068    -0.173  0.063    -0.196  0.055
  1925     5    -0.335  0.279    -0.212  0.102    -0.119  0.067    -0.173  0.063    -0.199  0.055
  1925     6    -0.463  0.229    -0.139  0.103    -0.126  0.067    -0.172  0.063    -0.199  0.055
  1925     7    -0.369  0.300    -0.043  0.097    -0.116  0.068    -0.170  0.063    -0.199  0.055
  1925     8    -0.171  0.346     0.042  0.095    -0.104  0.068    -0.168  0.063    -0.199  0.055
  1925     9    -0.144  0.253     0.101  0.099    -0.101  0.068    -0.167  0.063    -0.199  0.055
  1925    10    -0.083  0.194     0.083  0.101    -0.093  0.067    -0.165  0.063    -0.196  0.055
  1925    11     0.197  0.185     0.071  0.103    -0.088  0.068    -0.157  0.063    -0.200  0.055
  1925    12     0.714  0.226     0.085  0.101    -0.090  0.068    -0.147  0.064    -0.201  0.055
  1926     1     0.845  0.220     0.094  0.098    -0.085  0.068    -0.149  0.064    -0.202  0.055
  1926     2     0.493  0.234     0.104  0.095    -0.083  0.067    -0.153  0.064    -0.204  0.054
  1926     3     0.478  0.190     0.113  0.095    -0.081  0.067    -0.152  0.064    -0.204  0.054
  1926     4    -0.157  0.277     0.144  0.091    -0.081  0.067    -0.153  0.065    -0.204  0.054
  1926     5    -0.484  0.295     0.141  0.090    -0.082  0.067    -0.155  0.065    -0.203  0.054
  1926     6    -0.283  0.240     0.056  0.091    -0.082  0.067    -0.154  0.064    -0.201  0.054
  1926     7    -0.265  0.302    -0.033  0.091    -0.087  0.067    -0.152  0.064    -0.198  0.054
  1926     8    -0.058  0.325    -0.088  0.092    -0.099  0.067    -0.147  0.065    -0.197  0.054
  1926     9    -0.032  0.242    -0.182  0.095    -0.103  0.068    -0.144  0.065    -0.196  0.054
  1926    10     0.289  0.186    -0.195  0.096    -0.101  0.067    -0.139  0.064    -0.194  0.054
  1926    11     0.161  0.190    -0.178  0.096    -0.105  0.067    -0.136  0.064    -0.192  0.054
  1926    12    -0.308  0.227    -0.177  0.095    -0.112  0.068    -0.133  0.064    -0.185  0.054
  1927     1    -0.222  0.217    -0.163  0.096    -0.118  0.068    -0.121  0.063    -0.184  0.053
